Mod:Item:MetaData, Localized Name
tcomplement:chisel_head:0, Lumium Chisel Head
tcomplement:chisel_head:0, Invar Chisel Head
tcomplement:chisel_head:0, Nickel Chisel Head
tcomplement:chisel_head:0, Tin Chisel Head
tcomplement:chisel_head:0, Brass Chisel Head
tcomplement:chisel_head:0, Aluminum Chisel Head
tcomplement:chisel_head:0, Zinc Chisel Head
tcomplement:chisel_head:0, Refined Obsidian Chisel Head
tcomplement:chisel_head:0, Refined Glowstone Chisel Head
tcomplement:chisel_head:0, Osmium Chisel Head
tcomplement:chisel_head:0, Manasteel Chisel Head
tcomplement:chisel_head:0, Terrasteel Chisel Head
tcomplement:chisel_head:0, Elementium Chisel Head
tcomplement:chisel_head:0, Gaia Spirit Chisel Head
tcomplement:chisel_head:0, Yellorium Chisel Head
tcomplement:chisel_head:0, Cyanite Chisel Head
tcomplement:chisel_head:0, Blutonium Chisel Head
tcomplement:chisel_head:0, Ludicrite Chisel Head
tcomplement:chisel_head:0, Quartz Enriched Iron Chisel Head
tcomplement:chisel_head:0, Draconium Chisel Head
tcomplement:chisel_head:0, Wyvern Draconium Chisel Head
tcomplement:chisel_head:0, Awakened Draconium Chisel Head
tcomplement:chisel_head:0, Chaotic Draconium Chisel Head
tcomplement:chisel_head:0, Psimetal Chisel Head
tcomplement:chisel_head:0, Psigem Chisel Head
tcomplement:chisel_head:0, Ivory Psimetal Chisel Head
tcomplement:chisel_head:0, Ebony Psimetal Chisel Head
tcomplement:chisel_head:0, Dark Matter Chisel Head
tcomplement:chisel_head:0, Red Matter Chisel Head
tcomplement:chisel_head:0, Fluxed Electrum Chisel Head
tcomplement:chisel_head:0, Refined Iron Chisel Head
tcomplement:chisel_head:0, Tungsten Chisel Head
tcomplement:chisel_head:0, Titanium Chisel Head
tcomplement:chisel_head:0, Chrome Chisel Head
tcomplement:chisel_head:0, Advanced Alloy Chisel Head
tcomplement:chisel_head:0, Ruby Chisel Head
tcomplement:chisel_head:0, Sapphire Chisel Head
tcomplement:chisel_head:0, Peridot Chisel Head
tcomplement:chisel_head:0, Yellow Garnet Chisel Head
tcomplement:chisel_head:0, Red Garnet Chisel Head
tcomplement:chisel_head:0, Rubber Chisel Head
tcomplement:chisel_head:0, Certus Quartz Chisel Head
tcomplement:chisel_head:0, Fluix Crystal Chisel Head
tcomplement:chisel_head:0, Insanium Chisel Head
tcomplement:chisel_head:0, Alumite Chisel Head
tcomplement:chisel_head:0, Malachite Chisel Head
tcomplement:chisel_head:0, Amber Chisel Head
tcomplement:chisel_head:0, Topaz Chisel Head
tcomplement:chisel_head:0, Tanzanite Chisel Head
tcomplement:chisel_head:0, Amethyst Chisel Head
tcomplement:chisel_head:0, Osgloglas Chisel Head
tcomplement:chisel_head:0, Osmiridium Chisel Head
tcomplement:chisel_head:0, Lumium Chisel Head
tcomplement:chisel_head:0, Signalum Chisel Head
tcomplement:chisel_head:0, Platinum Chisel Head
tcomplement:chisel_head:0, Enderium Chisel Head
tcomplement:chisel_head:0, Black Quartz Chisel Head
tcomplement:chisel_head:0, Void Chisel Head
tcomplement:chisel_head:0, Enori Chisel Head
tcomplement:chisel_head:0, Palis Chisel Head
tcomplement:chisel_head:0, Restonia Chisel Head
tcomplement:chisel_head:0, Emeradic Chisel Head
tcomplement:chisel_head:0, Diamatine Chisel Head
tcomplement:chisel_head:0, Desh Chisel Head
tcomplement:chisel_head:0, Certus Quartz Chisel Head
tcomplement:chisel_head:0, Fluix Crystal Chisel Head
tcomplement:chisel_head:0, Mica Chisel Head
tcomplement:chisel_head:0, Litherite Chisel Head
tcomplement:chisel_head:0, Erodium Chisel Head
tcomplement:chisel_head:0, Kyronite Chisel Head
tcomplement:chisel_head:0, Pladium Chisel Head
tcomplement:chisel_head:0, Ionite Chisel Head
tcomplement:chisel_head:0, Aethium Chisel Head
tcomplement:chisel_head:0, Thaumium Chisel Head
tcomplement:chisel_head:0, Starmetal Chisel Head
tcomplement:chisel_head:0, Cheese Chisel Head
tcomplement:chisel_head:0, Plague Metal Chisel Head
tcomplement:chisel_head:0, Tiberium Chisel Head
tcomplement:chisel_head:0, Aurorium Chisel Head
tcomplement:chisel_head:0, Prometheum Chisel Head
tcomplement:chisel_head:0, Duranite Chisel Head
tcomplement:chisel_head:0, Valyrium Chisel Head
tcomplement:chisel_head:0, Vibranium Chisel Head
tcomplement:chisel_head:0, Terrax Chisel Head
tcomplement:chisel_head:0, Palladium Chisel Head
tcomplement:chisel_head:0, Uru Chisel Head
tcomplement:chisel_head:0, Eezo Chisel Head
tcomplement:chisel_head:0, Basalt Chisel Head
tcomplement:chisel_head:0, Triberium Chisel Head
tcomplement:chisel_head:0, Fractum Chisel Head
tcomplement:chisel_head:0, Violium Chisel Head
tcomplement:chisel_head:0, Proxii Chisel Head
tcomplement:chisel_head:0, Tritonite Chisel Head
tcomplement:chisel_head:0, Ignitz Chisel Head
tcomplement:chisel_head:0, Imperomite Chisel Head
tcomplement:chisel_head:0, Solarium Chisel Head
tcomplement:chisel_head:0, Nihilite Chisel Head
tcomplement:chisel_head:0, Adamant Chisel Head
tcomplement:chisel_head:0, Dyonite Chisel Head
tcomplement:chisel_head:0, Nucleum Chisel Head
tcomplement:chisel_head:0, Lumix Chisel Head
tcomplement:chisel_head:0, Seismum Chisel Head
tcomplement:chisel_head:0, Astrium Chisel Head
tcomplement:chisel_head:0, Niob Chisel Head
tcomplement:chisel_head:0, Yrdeen Chisel Head
tcomplement:chisel_head:0, Meteorite Chisel Head
tcomplement:chisel_head:0, Obsidiorite Chisel Head
tcomplement:chisel_head:0, Mirion Chisel Head
tcomplement:chisel_head:0, Livingwood Chisel Head
tcomplement:chisel_head:0, Elementium Chisel Head
tcomplement:chisel_head:0, Emerald Chisel Head
tcomplement:chisel_head:0, Bloodwood Chisel Head
tcomplement:chisel_head:0, Fusewood Chisel Head
tcomplement:chisel_head:0, Ghostwood Chisel Head
tcomplement:chisel_head:0, Darkwood Chisel Head
tcomplement:chisel, Chisel
treasure2:treasure_tab, item.treasure2:treasure_tab.name
treasure2:silver_coin, Silver Coin
treasure2:gold_coin, Gold Coin
treasure2:charmed_silver_coin, Charmed Silver Coin
treasure2:charmed_gold_coin, Charmed Gold Coin
treasure2:charmed_ruby, Charmed Ruby
treasure2:charmed_sapphire, Charmed Sapphire
treasure2:angel_blessed, Angel Blessed Gem
treasure2:miners_friend, Miner's Friend
treasure2:fools_coin, Fool's Coin
treasure2:medics_token, Medic's Token
treasure2:salandaars_ward, Sal'andaar's Ward
treasure2:dwarven_talisman, Dwarven Talisman
treasure2:adephagias_bounty, Adephagia's Bounty
treasure2:mirthas_torch, Mirtha's Torch
treasure2:silver_ring, Silver Ring
treasure2:silver_signet_ring, Silver Signet Ring
treasure2:amethyst_silver_ring, Amethyst Ring
treasure2:onyx_gold_ring, Onyx Ring
treasure2:gold_ring, Gold Ring
treasure2:ruby_gold_ring, Ruby Ring
treasure2:emerald_gold_ring, Emerald Ring
treasure2:diamond_gold_ring, Diamond Ring
treasure2:sapphire_gold_ring, Sapphire Ring
treasure2:castle_ring, Castle Ring
treasure2:angels_ring, item.treasure2:angels_ring.name
treasure2:ring_of_fortitude, item.treasure2:ring_of_fortitude.name
treasure2:bracelet_of_wonder, item.treasure2:bracelet_of_wonder.name
treasure2:silver_necklace, Silver Necklace
treasure2:gold_necklace, Gold Necklace
treasure2:sapphire_silver_amulet, Sapphire Amulet
treasure2:amethyst_gold_amulet, Amethyst Amulet
treasure2:onyx_gold_amulet, Onyx Amulet
treasure2:ruby_gold_amulet, Ruby Amulet
treasure2:sapphire_amulet, Sapphire Amulet
treasure2:gold_bracelet, Gold Bracelet
treasure2:pocket_watch, Pocket Watch
treasure2:white_pearl, White Pearl
treasure2:black_pearl, Black Pearl
treasure2:wood_lock, Wood Lock
treasure2:stone_lock, Stone Lock
treasure2:ember_lock, Ember Lock
treasure2:leaf_lock, Leaf Lock
treasure2:iron_lock, Iron Lock
treasure2:gold_lock, Gold Lock
treasure2:diamond_lock, Diamond Lock
treasure2:emerald_lock, Emerald Lock
treasure2:ruby_lock, Ruby Lock
treasure2:sapphire_lock, Sapphire Lock
treasure2:spider_lock, Spider Lock
treasure2:wither_lock, Wither Lock
treasure2:wood_key, Wood Key
treasure2:stone_key, Stone Key
treasure2:ember_key, Ember Key
treasure2:leaf_key, Leaf Key
treasure2:lightning_key, Lightning Key
treasure2:iron_key, Iron Key
treasure2:gold_key, Gold Key
treasure2:diamond_key, Diamond Key
treasure2:emerald_key, Emerald Key
treasure2:ruby_key, Ruby Key
treasure2:sapphire_key, Sapphire Key
treasure2:jewelled_key, Jewelled Key
treasure2:metallurgists_key, Metallurgist's Key
treasure2:skeleton_key, Skeleton Key
treasure2:spider_key, Spider Key
treasure2:wither_key, Wither Key
treasure2:pilferers_lock_pick, Pilferer's Lock Pick
treasure2:thiefs_lock_pick, Thief's Lock Pick
treasure2:key_ring, Key Ring
treasure2:pouch, Coin Pouch
treasure2:lucky_pouch, Lucky Pouch
treasure2:apprentices_pouch, Apprentice's Pouch
treasure2:masters_pouch, Master's Pouch
treasure2:skull_sword, Skull Sword
treasure2:eye_patch, Eye Patch
treasure2:wither_stick_item, Wither Branch
treasure2:wither_root_item, Wither Root
treasure2:spanish_moss, Spanish Moss
treasure2:treasure_tool, Treasure Tool
treasure2:painting_blocks_bricks, Bricks by o2xygeno
treasure2:painting_blocks_cobblestone, Cobblestone by o2xygeno
treasure2:painting_blocks_dirt, Dirt by o2xygeno
treasure2:painting_blocks_lava, Lava by o2xygeno
treasure2:painting_blocks_sand, Sand by o2xygeno
treasure2:painting_blocks_water, Water by o2xygeno
treasure2:painting_blocks_wood, Wood by o2xygeno
treasure2:amethyst, Amethyst
treasure2:onyx, Onyx
treasure2:sapphire, Sapphire
treasure2:ruby, Ruby
treasure2:skeleton, item.treasure2:skeleton.name
treasure2:wood_chest, Wood Chest
treasure2:crate_chest, Crate
treasure2:crate_chest_moldy, Moldy Crate
treasure2:ironbound_chest, Ironbound Chest
treasure2:pirate_chest, Pirate Chest
treasure2:iron_strongbox, Iron Strongbox
treasure2:gold_strongbox, Gold Strongbox
treasure2:safe, Safe
treasure2:dread_pirate_chest, Dread Pirate Chest
treasure2:compressor_chest, Compressor Chest
treasure2:wither_chest, Wither Chest
treasure2:skull_chest, Skull Chest
treasure2:gold_skull_chest, Golden Skull Chest
treasure2:crystal_skull_chest, Crystal Skull Chest
treasure2:cauldron_chest, Cauldron Chest
treasure2:spider_chest, Spider Chest
treasure2:viking_chest, Viking Chest
treasure2:cardboard_box, Cardboard Box
treasure2:milk_crate, Milk Crate
treasure2:wood_mimic, Wood Mimic
treasure2:pirate_mimic, Pirate Mimic
treasure2:gravestone1_stone, Stone Tombstone
treasure2:gravestone1_cobblestone, Cobblestone Tombstone
treasure2:gravestone1_mossy_cobblestone, Mossy Cobblestone Tombstone
treasure2:gravestone1_polished_granite, Granite Tombstone
treasure2:gravestone1_polished_andesite, Andesite Tombstone
treasure2:gravestone1_polished_diorite, Diorite Tombstone
treasure2:gravestone1_obsidian, Obsidian Tombstone
treasure2:gravestone2_stone, Stone Tombstone
treasure2:gravestone2_cobblestone, Cobblestone Tombstone
treasure2:gravestone2_mossy_cobblestone, Mossy Cobblestone Tombstone
treasure2:gravestone2_polished_granite, Granite Tombstone
treasure2:gravestone2_polished_andesite, Andesite Tombstone
treasure2:gravestone2_polished_diorite, Diorite Tombstone
treasure2:gravestone2_obsidian, Obsidian Tombstone
treasure2:gravestone3_stone, Stone Tombstone
treasure2:gravestone3_cobblestone, Cobblestone Tombstone
treasure2:gravestone3_mossy_cobblestone, Mossy Cobblestone Tombstone
treasure2:gravestone3_polished_granite, Granite Tombstone
treasure2:gravestone3_polished_andesite, Andesite Tombstone
treasure2:gravestone3_polished_diorite, Diorite Tombstone
treasure2:gravestone3_obsidian, Obsidian Tombstone
treasure2:gravestone1_spawner_stone, Stone Tombstone
treasure2:gravestone2_spawner_cobblestone, Cobblestone Tombstone
treasure2:gravestone3_spawner_obsidian, Obsidian Tombstone
treasure2:skull_and_crossbones, Skull and Bones
treasure2:wishing_well_block, Wishing Well Stone
treasure2:desert_wishing_well_block, Desert Wishing Well Stone
treasure2:wither_log, Wither Log
treasure2:wither_broken_log, Wither Broken Log
treasure2:wither_log_soul, Wither Soul Log
treasure2:wither_planks, Wither Planks
treasure2:amethyst_ore, Amethyst Ore
treasure2:onyx_ore, Onyx Ore
treasure2:sapphire_ore, Sapphire Ore
treasure2:ruby_ore, Ruby Ore
treasure2:proximity_spawner, tile.treasure2:proximity_spawner.name
treasure2:falling_grass, Grass Block
treasure2:falling_sand, Sand Block
treasure2:falling_red_sand, Red Sand Block
treasure2:blackstone, Blackstone
xat:glowing_ingot, Glowing Ingot
xat:glowing_powder, Glowing Powder
xat:glowing_gem, Glowing Gem
xat:dwarf_stout, Dwarf Stout
xat:fairy_dew, Fairy Dew
xat:titan_spirit, Titan's Spirit
xat:weightless_stone, item.weightless_stone.name
xat:inertia_null_stone, item.inertia_null_stone.name
xat:greater_inertia_stone, item.greater_inertia_stone.name
xat:glow_ring, item.glow_ring.name
xat:sea_stone, item.sea_stone.name
xat:polarized_stone, item.polarized_stone.name
xat:dragons_eye, item.dragons_eye.name
xat:fairy_ring, item.fairy_ring.name
xat:dwarf_ring, item.dwarf_ring.name
xat:wither_ring, item.wither_ring.name
xat:poison_stone, item.poison_stone.name
xat:ender_tiara, item.ender_tiara.name
xat:damage_shield, item.damage_shield.name
xat:arcing_orb, item.arcing_orb.name
xat:titan_ring, item.titan_ring.name
waystones:waystone, Waystone
waystones:return_scroll, Return Scroll
waystones:bound_scroll, Bound Scroll
waystones:warp_scroll, Warp Scroll
waystones:warp_stone, Warp Stone
wct:wct, Wireless Crafting Terminal
wct:wct_creative, Creative Wireless Crafting Terminal
wct:magnet_card, Magnet Card
yoyos:cord, Cord
yoyos:creative_yoyo, Rainbowyo
yoyos:wooden_yoyo, Wooden Yoyo
yoyos:stone_yoyo, Stone Yoyo
yoyos:iron_yoyo, Iron Yoyo
yoyos:diamond_yoyo, Diamond Yoyo
yoyos:gold_yoyo, Gold Yoyo
yoyos:shear_yoyo, Shear Yoyo
yoyos:hoe_yoyo, Yohoe
yoyos:sticky_yoyo, Sticky Yoyo
solcarrot:food_book, Food Book
actuallyadditions:magnet_ring_bauble:0, Ring of Magnetizing
actuallyadditions:magnet_ring_bauble:0, Ring of Magnetizing
actuallyadditions:potion_ring_advanced_bauble:0, Advanced Ring of Speed
actuallyadditions:potion_ring_advanced_bauble:0, Advanced Ring of Speed
actuallyadditions:potion_ring_advanced_bauble:1, Advanced Ring of Haste
actuallyadditions:potion_ring_advanced_bauble:1, Advanced Ring of Haste
actuallyadditions:potion_ring_advanced_bauble:2, Advanced Ring of Strength
actuallyadditions:potion_ring_advanced_bauble:2, Advanced Ring of Strength
actuallyadditions:potion_ring_advanced_bauble:3, Advanced Ring of Jump Boost
actuallyadditions:potion_ring_advanced_bauble:3, Advanced Ring of Jump Boost
actuallyadditions:potion_ring_advanced_bauble:4, Advanced Ring of Regeneration
actuallyadditions:potion_ring_advanced_bauble:4, Advanced Ring of Regeneration
actuallyadditions:potion_ring_advanced_bauble:5, Advanced Ring of Resistance
actuallyadditions:potion_ring_advanced_bauble:5, Advanced Ring of Resistance
actuallyadditions:potion_ring_advanced_bauble:6, Advanced Ring of Fire Resistance
actuallyadditions:potion_ring_advanced_bauble:6, Advanced Ring of Fire Resistance
actuallyadditions:potion_ring_advanced_bauble:7, Advanced Ring of Water Breathing
actuallyadditions:potion_ring_advanced_bauble:7, Advanced Ring of Water Breathing
actuallyadditions:potion_ring_advanced_bauble:8, Advanced Ring of Invisibility
actuallyadditions:potion_ring_advanced_bauble:8, Advanced Ring of Invisibility
actuallyadditions:potion_ring_advanced_bauble:9, Advanced Ring of Night Vision
actuallyadditions:potion_ring_advanced_bauble:9, Advanced Ring of Night Vision
actuallyadditions:battery_bauble:0, Single Battery
actuallyadditions:battery_bauble:0, Single Battery
actuallyadditions:battery_double_bauble:0, Double Battery
actuallyadditions:battery_double_bauble:0, Double Battery
actuallyadditions:battery_triple_bauble:0, Triple Battery
actuallyadditions:battery_triple_bauble:0, Triple Battery
actuallyadditions:battery_quadruple_bauble:0, Quadruple Battery
actuallyadditions:battery_quadruple_bauble:0, Quadruple Battery
actuallyadditions:battery_quintuple_bauble:0, Quintuple Battery
actuallyadditions:battery_quintuple_bauble:0, Quintuple Battery
actuallyadditions:block_canola_oil, Canola Oil
actuallyadditions:block_refined_canola_oil, Refined Canola Oil
actuallyadditions:block_crystal_oil, Crystallized Oil
actuallyadditions:block_empowered_oil, Empowered Oil
actuallyadditions:block_crystal_cluster_redstone, Red Crystal Cluster
actuallyadditions:block_crystal_cluster_lapis, Blue Crystal Cluster
actuallyadditions:block_crystal_cluster_diamond, Light Blue Crystal Cluster
actuallyadditions:block_crystal_cluster_coal, Black Crystal Cluster
actuallyadditions:block_crystal_cluster_emerald, Green Crystal Cluster
actuallyadditions:block_crystal_cluster_iron, White Crystal Cluster
actuallyadditions:block_battery_box, Battery Box
actuallyadditions:block_item_viewer_hopping, Hopping Item Interface
actuallyadditions:block_farmer, Farmer
actuallyadditions:block_bio_reactor, Bio Reactor
actuallyadditions:block_empowerer, Empowerer
actuallyadditions:block_tiny_torch, Tiny Torch
actuallyadditions:block_shock_suppressor, Shock Absorber
actuallyadditions:block_display_stand, Display Stand
actuallyadditions:block_player_interface, Player Interface
actuallyadditions:block_item_viewer, Item Interface
actuallyadditions:block_firework_box, Firework Box
actuallyadditions:block_miner, Vertical Digger
actuallyadditions:block_atomic_reconstructor, Atomic Reconstructor
actuallyadditions:block_crystal:0, Restonia Crystal Block
actuallyadditions:block_crystal:1, Palis Crystal Block
actuallyadditions:block_crystal:2, Diamatine Crystal Block
actuallyadditions:block_crystal:3, Void Crystal Block
actuallyadditions:block_crystal:4, Emeradic Crystal Block
actuallyadditions:block_crystal:5, Enori Crystal Block
actuallyadditions:block_crystal_empowered:0, Empowered Restonia Crystal Block
actuallyadditions:block_crystal_empowered:1, Empowered Palis Crystal Block
actuallyadditions:block_crystal_empowered:2, Empowered Diamatine Crystal Block
actuallyadditions:block_crystal_empowered:3, Empowered Void Crystal Block
actuallyadditions:block_crystal_empowered:4, Empowered Emeradic Crystal Block
actuallyadditions:block_crystal_empowered:5, Empowered Enori Crystal Block
actuallyadditions:block_black_lotus, Black Lotus
actuallyadditions:block_laser_relay, Energy Laser Relay
actuallyadditions:block_laser_relay_advanced, Advanced Energy Laser Relay
actuallyadditions:block_laser_relay_extreme, Extreme Energy Laser Relay
actuallyadditions:block_laser_relay_fluids, Fluid Laser Relay
actuallyadditions:block_laser_relay_item, Item Laser Relay
actuallyadditions:block_laser_relay_item_whitelist, Advanced Item Laser Relay
actuallyadditions:block_ranged_collector, Ranged Collector
actuallyadditions:block_directional_breaker, Long-Range Breaker
actuallyadditions:block_leaf_generator, Leaf-Eating Generator
actuallyadditions:block_smiley_cloud, Smiley Cloud
actuallyadditions:block_xp_solidifier, Experience Solidifier
actuallyadditions:block_testifi_bucks_green_wall, Ethetic Green Block
actuallyadditions:block_testifi_bucks_white_wall, Ethetic Quartz
actuallyadditions:block_testifi_bucks_green_stairs, Ethetic Green Stairs
actuallyadditions:block_testifi_bucks_white_stairs, Ethetic Quartz Stairs
actuallyadditions:block_testifi_bucks_green_slab, Ethetic Green Slab
actuallyadditions:block_testifi_bucks_white_slab, Ethetic Quartz Slab
actuallyadditions:block_testifi_bucks_green_fence, Ethetic Green Wall
actuallyadditions:block_testifi_bucks_white_fence, Ethetic Quartz Wall
actuallyadditions:block_colored_lamp:0, White Lamp
actuallyadditions:block_colored_lamp:1, Orange Lamp
actuallyadditions:block_colored_lamp:2, Magenta Lamp
actuallyadditions:block_colored_lamp:3, Light Blue Lamp
actuallyadditions:block_colored_lamp:4, Yellow Lamp
